t1,trgt,side,pt,sl
2011-08-04 17:55:40.242,0.006870643485965485,-1.0,1,2
2011-08-04 18:19:18.324,0.006766777154658087,-1.0,1,2
2011-08-04 18:12:46.547,0.0066621610240400276,-1.0,1,2
2011-08-04 18:27:50.147,0.007094001882089684,-1.0,1,2
2011-08-04 19:30:23.101,0.007577198218290187,-1.0,1,2
2011-08-04 19:30:23.101,0.007918715219417677,-1.0,1,2
2011-08-04 19:44:06.743,0.00827683265542013,-1.0,1,2
2011-08-04 19:53:02.682,0.008912007055490643,-1.0,1,2
2011-08-04 19:53:02.682,0.009383347200234609,-1.0,1,2
2011-08-04 19:53:02.682,0.009639569344072304,-1.0,1,2
2011-08-04 19:53:02.682,0.00979347674688239,-1.0,1,2
2011-08-04 19:44:06.743,0.009687352559194342,-1.0,1,2
2011-08-04 19:33:19.380,0.009558189254782098,-1.0,1,2
2011-08-04 19:44:06.743,0.00951014284293679,-1.0,1,2
2011-08-04 19:44:06.743,0.00943404727078207,-1.0,1,2
2011-08-04 19:44:06.743,0.009446320049268233,-1.0,1,2
2011-08-04 19:53:02.682,0.009597206261621331,-1.0,1,2
2011-08-04 19:53:02.682,0.009956632786124377,-1.0,1,2
2011-08-04 20:01:48.966,0.010391726844953268,-1.0,1,2
2011-08-05 06:36:24.009,0.01077290178176451,-1.0,1,2
2011-08-04 20:01:48.966,0.011004097458177571,-1.0,1,2
2011-08-05 13:54:12.782,0.011423229578204847,-1.0,1,2
2011-08-05 13:54:12.782,0.011723766477388436,-1.0,1,2
2011-08-05 14:00:27.577,0.012034171593178242,-1.0,1,2
2011-08-05 14:00:27.577,0.012296090688126746,-1.0,1,2
2011-08-05 15:16:11.831,0.012746557976542835,-1.0,1,2
2011-08-05 15:16:11.831,0.013045156817970823,-1.0,1,2
2011-08-05 15:16:11.831,0.013274501604130004,-1.0,1,2
2011-08-05 15:16:11.831,0.013612399267057816,-1.0,1,2
2011-08-05 15:16:11.831,0.013823113812916893,-1.0,1,2
2011-08-05 15:51:03.471,0.014154519084998386,-1.0,1,2
2011-08-05 15:16:11.831,0.014172588306717132,-1.0,1,2
2011-08-05 15:16:11.831,0.014206828505522634,-1.0,1,2
2011-08-05 14:00:27.577,0.014128644307240033,-1.0,1,2
2011-08-05 15:16:11.831,0.014265105235876237,-1.0,1,2
2011-08-05 15:55:45.798,0.014674540803791032,-1.0,1,2
2011-08-05 15:55:45.798,0.01493421202882958,-1.0,1,2
2011-08-05 15:16:11.831,0.014883840036832706,-1.0,1,2
2011-08-05 15:16:11.831,0.014803097846001008,-1.0,1,2
2011-08-05 15:55:45.798,0.014847562375601734,-1.0,1,2
2011-08-05 15:47:24.592,0.0146723406197668,-1.0,1,2
2011-08-05 15:47:24.592,0.014381691442413783,-1.0,1,2
2011-08-05 15:47:24.592,0.014096960903665433,-1.0,1,2
2011-08-05 14:00:27.577,0.01381775443838418,-1.0,1,2
2011-08-05 15:16:11.831,0.013546442421124735,-1.0,1,2
2011-08-05 13:51:55.449,0.013696083248652922,-1.0,1,2
2011-08-05 13:51:55.449,0.013854534340104585,-1.0,1,2
2011-08-05 15:55:45.798,0.013718538869040668,1.0,1,2
2011-08-05 15:47:24.592,0.013556975386799069,1.0,1,2
2011-08-05 15:55:45.798,0.013420112450445068,1.0,1,2
2011-08-05 15:42:17.492,0.013008149685772843,1.0,1,2
2011-08-05 14:00:27.577,0.01293306965546134,1.0,1,2
2011-08-05 15:16:11.831,0.01292819901288016,1.0,1,2
2011-08-05 14:00:27.577,0.01294302531867455,1.0,1,2
2011-08-05 15:16:11.831,0.012845499808576032,1.0,1,2
2011-08-05 15:51:03.471,0.012643107048866273,1.0,1,2
2011-08-05 15:51:03.471,0.012425548920433679,1.0,1,2
2011-08-05 15:55:45.798,0.012206835668945672,1.0,1,2
2011-08-05 15:57:57.407,0.011967027337268454,1.0,1,2
2011-08-05 15:57:57.407,0.011732228487141307,1.0,1,2
2011-08-05 14:26:25.267,0.011567909210916816,1.0,1,2
2011-08-05 14:26:25.267,0.011443476222729287,1.0,1,2
2011-08-05 16:49:26.004,0.011273285916839324,1.0,1,2
2011-08-05 15:51:03.471,0.011124002678921349,-1.0,1,2
2011-08-05 15:57:57.407,0.011119268749806026,-1.0,1,2
2011-08-05 15:51:03.471,0.010981152848876186,-1.0,1,2
2011-08-05 15:55:45.798,0.010850130500527484,-1.0,1,2
2011-08-05 15:55:45.798,0.010720966136599522,-1.0,1,2
2011-08-05 15:16:11.831,0.010508918041357665,-1.0,1,2
2011-08-05 15:47:24.592,0.010315509948556513,-1.0,1,2
2011-08-05 15:16:11.831,0.010111334150665553,-1.0,1,2
2011-08-05 15:05:51.370,0.009993086681185434,-1.0,1,2
2011-08-05 15:12:44.960,0.0098533785995434,-1.0,1,2
2011-08-05 15:05:51.370,0.009800550426257427,-1.0,1,2
2011-08-05 15:05:51.370,0.009621548198915688,-1.0,1,2
2011-08-05 15:16:11.831,0.009430992587723154,-1.0,1,2
2011-08-05 15:16:11.831,0.009246196226407054,-1.0,1,2
2011-08-05 15:16:11.831,0.009083424767922187,-1.0,1,2
2011-08-05 15:16:11.831,0.008903610624059312,-1.0,1,2
2011-08-05 15:16:11.831,0.008773294567812256,-1.0,1,2
2011-08-05 15:57:57.407,0.008604437605457283,1.0,1,2
2011-08-05 15:57:57.407,0.008449951716895516,1.0,1,2
2011-08-05 16:37:11.826,0.008383522933678375,1.0,1,2
2011-08-05 16:40:06.744,0.008269728258900818,1.0,1,2
2011-08-05 16:40:06.744,0.008121137182643292,1.0,1,2
2011-08-05 15:42:17.492,0.008041968059390052,-1.0,1,2
2011-08-05 15:55:45.798,0.00788685765069266,-1.0,1,2
2011-08-05 15:51:03.471,0.007741534434549365,-1.0,1,2
2011-08-05 15:57:57.407,0.007619220786096646,-1.0,1,2
2011-08-05 15:57:57.407,0.0074686321737989225,-1.0,1,2
2011-08-05 15:57:57.407,0.007323684687674138,-1.0,1,2
2011-08-05 15:57:57.407,0.007213372654606577,-1.0,1,2
2011-08-05 16:16:23.584,0.007405705910930275,-1.0,1,2
2011-08-05 16:16:23.584,0.007477542027614691,-1.0,1,2
2011-08-05 16:16:23.584,0.007483614454996631,-1.0,1,2
2011-08-05 16:40:06.744,0.007341333429707565,-1.0,1,2
2011-08-05 16:40:06.744,0.007196044579199018,-1.0,1,2
2011-08-05 16:46:41.895,0.007090287661488449,-1.0,1,2
2011-08-05 16:57:00.279,0.007065824444154161,-1.0,1,2
2011-08-05 16:49:26.004,0.006961533259637677,-1.0,1,2
2011-08-05 16:46:41.895,0.006826443579367769,-1.0,1,2
2011-08-05 16:49:26.004,0.00680232379963628,-1.0,1,2
2011-08-05 16:43:37.749,0.006675741524239341,-1.0,1,2
2011-08-05 16:49:26.004,0.006603003501699416,-1.0,1,2
2011-08-05 17:54:20.090,0.006660167284232331,-1.0,1,2
2011-08-05 17:01:35.585,0.006860669293208214,1.0,1,2
2011-08-05 17:54:20.090,0.007122599656567475,1.0,1,2
2011-08-07 22:01:50.370,0.007669733294906222,1.0,1,2
2011-08-07 22:01:50.370,0.008083535285372291,1.0,1,2
2011-08-07 22:01:50.370,0.008409271911593937,1.0,1,2
2011-08-07 22:01:50.370,0.008726890101141421,1.0,1,2
2011-08-05 17:23:37.140,0.008626496197353874,1.0,1,2
2011-08-07 22:01:50.370,0.008619271674411582,1.0,1,2
2011-08-07 22:01:50.370,0.008860584383941614,1.0,1,2
2011-08-07 22:01:50.370,0.009421073598459928,1.0,1,2
2011-08-07 22:01:50.370,0.009538902795991367,1.0,1,2
2011-08-07 22:01:50.370,0.00950253509261333,1.0,1,2
2011-08-07 22:01:50.370,0.009830502154089052,1.0,1,2
2011-08-07 22:01:50.370,0.010397063411629302,1.0,1,2
2011-08-07 22:01:50.370,0.010642436603247585,1.0,1,2
2011-08-07 22:01:50.370,0.0106906635573995,1.0,1,2
2011-08-07 22:01:50.370,0.011138138104052462,1.0,1,2
2011-08-07 22:01:50.370,0.01136035658312311,1.0,1,2
2011-08-07 22:01:50.370,0.011235493096385048,1.0,1,2
2011-08-07 22:01:50.370,0.011122066439240057,1.0,1,2
2011-08-07 22:01:50.370,0.01091875730539437,1.0,1,2
2011-08-07 22:01:50.370,0.010706784640546304,1.0,1,2
2011-08-07 22:01:50.370,0.010509418586796672,1.0,1,2
2011-08-07 22:01:50.370,0.010414105798190857,-1.0,1,2
2011-08-07 22:01:50.370,0.010342089341111376,-1.0,1,2
2011-08-07 22:01:50.370,0.010448733258050402,-1.0,1,2
2011-08-07 22:01:50.370,0.010935116780766472,-1.0,1,2
2011-08-07 22:01:50.370,0.011490563782107742,-1.0,1,2
2011-08-07 22:01:50.370,0.011839881220252082,-1.0,1,2
2011-08-07 22:01:50.370,0.011950853136490516,-1.0,1,2
2011-08-07 22:01:50.370,0.012040059286739102,-1.0,1,2
2011-08-08 14:33:21.411,0.011878791894072904,-1.0,1,2
2011-08-08 14:26:40.640,0.011687398479782214,-1.0,1,2
2011-08-08 14:26:40.640,0.011459218426796555,-1.0,1,2
2011-08-08 06:02:07.760,0.011264014613887223,-1.0,1,2
2011-08-08 14:23:44.223,0.011043895266207608,-1.0,1,2
2011-08-08 14:33:21.411,0.010948850609159264,-1.0,1,2
2011-08-08 13:30:24.458,0.010748714014241326,-1.0,1,2
